program,proxyProject,proxyConfig,name,component,subcomponent,materialCategory,materialName,substanceGroup,substanceName,productGroup,productLine,status,massMobilizedBioCert,massMobilizedPrimary,massMobilizedRcCert,massMobilizedRen,massShippedBioCert,massShippedPrimary,massShippedRcCert,massShippedRen,materialMassShipped,materialMassMobilized,date,lastUpdated
SP200,,,Smartphone Pro,Housing,Housing,Aluminum,Si,Aluminum,Si,Phone,,active,0,8.144965817143492,8.144965817143492,0,0,8.144965817143492,8.144965817143492,0,16.289931634286983,16.289931634286983,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Housing,Housing,Aluminum,B,Aluminum,B,Phone,,active,0,4.67137129700989,4.67137129700989,0,0,4.67137129700989,4.67137129700989,0,9.34274259401978,9.34274259401978,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Housing,Housing,Aluminum,Cu,Aluminum,Cu,Phone,,active,0,6.362473695563514,6.362473695563514,0,0,6.362473695563514,6.362473695563514,0,12.724947391127028,12.724947391127028,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Housing,Housing,Aluminum,Au,Aluminum,Au,Phone,,active,0,3.9469801146694192,3.9469801146694192,0,0,3.9469801146694192,3.9469801146694192,0,7.8939602293388385,7.8939602293388385,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Housing,Housing,Aluminum,Al,Aluminum,Al,Phone,,active,0,10.874209075613685,10.874209075613685,0,0,10.874209075613685,10.874209075613685,0,21.74841815122737,21.74841815122737,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Battery,Battery,Elements,Fe,Elements,Fe,Phone,,active,0,5.914822807396169,3.625213978726684,0,0,5.914822807396169,3.625213978726684,0,9.540036786122853,9.540036786122853,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Battery,Battery,Elements,Au,Elements,Au,Phone,,active,0,6.191160849669857,3.7945824562492674,0,0,6.191160849669857,3.7945824562492674,0,9.985743305919124,9.985743305919124,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Battery,Battery,Elements,Zn,Elements,Zn,Phone,,active,0,26.334016342933975,16.14020356502405,0,0,26.334016342933975,16.14020356502405,0,42.47421990795802,42.47421990795802,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Cr,Glass,Cr,Phone,,active,0,2.3828387759953045,0.42050096046975965,0,0,2.3828387759953045,0.42050096046975965,0,2.8033397364650643,2.8033397364650643,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Sn,Glass,Sn,Phone,,active,0,4.373200677964598,0.7717412961113996,0,0,4.373200677964598,0.7717412961113996,0,5.144941974075998,5.144941974075998,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Cu,Glass,Cu,Phone,,active,0,3.876476362949018,0.6840840640498267,0,0,3.876476362949018,0.6840840640498267,0,4.560560426998845,4.560560426998845,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Si,Glass,Si,Phone,,active,0,0.05170418176486555,0.009124267370270391,0,0,0.05170418176486555,0.009124267370270391,0,0.060828449135135944,0.060828449135135944,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Zn,Glass,Zn,Phone,,active,0,3.245733013637313,0.5727764141712905,0,0,3.245733013637313,0.5727764141712905,0,3.818509427808604,3.818509427808604,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Cover_glass,Cover_glass,Glass,Fe,Glass,Fe,Phone,,active,0,3.0700469876889005,0.541772997827453,0,0,3.0700469876889005,0.541772997827453,0,3.6118199855163535,3.6118199855163535,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,Ni,Plastic,Ni,Phone,,active,0,0.009243281359037956,0.003961406296730553,0,0,0.009243281359037956,0.003961406296730553,0,0.01320468765576851,0.01320468765576851,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,Ti,Plastic,Ti,Phone,,active,0,2.056656387418975,0.8814241660367036,0,0,2.056656387418975,0.8814241660367036,0,2.938080553455679,2.938080553455679,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,Li,Plastic,Li,Phone,,active,0,2.0497882802937295,0.8784806915544555,0,0,2.0497882802937295,0.8784806915544555,0,2.928268971848185,2.928268971848185,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,Sn,Plastic,Sn,Phone,,active,0,2.7681233093349764,1.1863385611435613,0,0,2.7681233093349764,1.1863385611435613,0,3.954461870478538,3.954461870478538,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,Cr,Plastic,Cr,Phone,,active,0,2.1702141702118287,0.9300917872336409,0,0,2.1702141702118287,0.9300917872336409,0,3.10030595744547,3.10030595744547,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Display_assembly,Display_assembly,Plastic,B,Plastic,B,Phone,,active,0,1.4459745713814516,0.6197033877349079,0,0,1.4459745713814516,0.6197033877349079,0,2.0656779591163597,2.0656779591163597,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,MLB,MLB,Elements,P,Elements,P,Phone,,active,0,0.5782741594432541,0.31137839354636754,0,0,0.5782741594432541,0.31137839354636754,0,0.8896525529896216,0.8896525529896216,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,MLB,MLB,Elements,Al,Elements,Al,Phone,,active,0,2.884993471665727,1.553458023204622,0,0,2.884993471665727,1.553458023204622,0,4.438451494870349,4.438451494870349,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,MLB,MLB,Elements,Ti,Elements,Ti,Phone,,active,0,2.0407645117880895,1.098873198655125,0,0,2.0407645117880895,1.098873198655125,0,3.1396377104432145,3.1396377104432145,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,MLB,MLB,Elements,Mg,Elements,Mg,Phone,,active,0,2.94596785710293,1.5862903845938852,0,0,2.94596785710293,1.5862903845938852,0,4.532258241696815,4.532258241696815,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,Fe,Elements,Fe,Phone,,active,0,0.06658820898321652,0.004250311211694672,0,0,0.06658820898321652,0.004250311211694672,0,0.0708385201949112,0.0708385201949112,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,P,Elements,P,Phone,,active,0,3.1764558774905134,0.2027525028185434,0,0,3.1764558774905134,0.2027525028185434,0,3.379208380309057,3.379208380309057,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,Ag,Elements,Ag,Phone,,active,0,3.0042249817493913,0.19175904138825903,0,0,3.0042249817493913,0.19175904138825903,0,3.1959840231376506,3.1959840231376506,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,Mn,Elements,Mn,Phone,,active,0,2.843346026567733,0.1814901719085787,0,0,2.843346026567733,0.1814901719085787,0,3.0248361984763115,3.0248361984763115,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,Cu,Elements,Cu,Phone,,active,0,1.0513470087533037,0.06710725587787045,0,0,1.0513470087533037,0.06710725587787045,0,1.1184542646311741,1.1184542646311741,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,RCAM,RCAM,Elements,Cr,Elements,Cr,Phone,,active,0,0.1980378964558423,0.012640716795053764,0,0,0.1980378964558423,0.012640716795053764,0,0.21067861325089607,0.21067861325089607,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Speaker,Speaker,Steel,Li,Steel,Li,Phone,,active,0,0.36747044622909913,0.26609928864865795,0,0,0.36747044622909913,0.26609928864865795,0,0.633569734877757,0.633569734877757,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Speaker,Speaker,Steel,Zn,Steel,Zn,Phone,,active,0,1.3603102686400999,0.9850522634980032,0,0,1.3603102686400999,0.9850522634980032,0,2.345362532138103,2.345362532138103,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Speaker,Speaker,Steel,Co,Steel,Co,Phone,,active,0,1.5735981564438228,1.139502113286906,0,0,1.5735981564438228,1.139502113286906,0,2.7131002697307287,2.7131002697307287,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Speaker,Speaker,Steel,Cr,Steel,Cr,Phone,,active,0,0.7586211286869792,0.5493463345664331,0,0,0.7586211286869792,0.5493463345664331,0,1.3079674632534122,1.3079674632534122,2025-01-15 10:00:00,2025-06-01
SP200,,,Smartphone Pro,Taptic,Taptic,Elements,P,Elements,P,Phone,,active,0,0.7635025117892341,1.054360611518466,0,0,0.7635025117892341,1.054360611518466,0,1.8178631233077,1.8178631233077,2025-01-15 10:00:00,2025-06-01
