program,proxyProject,proxyConfig,name,component,subcomponent,materialCategory,materialName,substanceGroup,substanceName,productGroup,productLine,status,massMobilizedBioCert,massMobilizedPrimary,massMobilizedRcCert,massMobilizedRen,massShippedBioCert,massShippedPrimary,massShippedRcCert,massShippedRen,materialMassShipped,materialMassMobilized,date,lastUpdated
TB300,,,Tablet B,Housing,Housing,Aluminum,Ni,Aluminum,Ni,Tablet,,active,0,8.99578667981818,6.514190354351094,0,0,8.99578667981818,6.514190354351094,0,15.509977034169273,15.509977034169273,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Housing,Housing,Aluminum,Cu,Aluminum,Cu,Tablet,,active,0,9.918475719850584,7.182344486788353,0,0,9.918475719850584,7.182344486788353,0,17.100820206638936,17.100820206638936,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Housing,Housing,Aluminum,Zn,Aluminum,Zn,Tablet,,active,0,15.483809755053665,11.2124139605561,0,0,15.483809755053665,11.2124139605561,0,26.696223715609765,26.696223715609765,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Housing,Housing,Aluminum,Ag,Aluminum,Ag,Tablet,,active,0,14.30063628333293,10.355633170689362,0,0,14.30063628333293,10.355633170689362,0,24.65626945402229,24.65626945402229,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Housing,Housing,Aluminum,Mg,Aluminum,Mg,Tablet,,active,0,20.901291561944646,15.135418027615085,0,0,20.901291561944646,15.135418027615085,0,36.03670958955973,36.03670958955973,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Battery,Battery,Elements,Li,Elements,Li,Tablet,,active,0,27.457918987398973,11.76767956602813,0,0,27.457918987398973,11.76767956602813,0,39.225598553427105,39.225598553427105,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Battery,Battery,Elements,Mg,Elements,Mg,Tablet,,active,0,21.00385184768187,9.001650791863659,0,0,21.00385184768187,9.001650791863659,0,30.00550263954553,30.00550263954553,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Battery,Battery,Elements,Si,Elements,Si,Tablet,,active,0,49.53822916491916,21.23066964210821,0,0,49.53822916491916,21.23066964210821,0,70.76889880702737,70.76889880702737,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Display_assembly,Display_assembly,Plastic,Al,Plastic,Al,Tablet,,active,0,5.781682200568416,1.927227400189472,0,0,5.781682200568416,1.927227400189472,0,7.708909600757888,7.708909600757888,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Display_assembly,Display_assembly,Plastic,Fe,Plastic,Fe,Tablet,,active,0,21.368656922140815,7.122885640713605,0,0,21.368656922140815,7.122885640713605,0,28.49154256285442,28.49154256285442,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Display_assembly,Display_assembly,Plastic,Co,Plastic,Co,Tablet,,active,0,10.256104928121722,3.4187016427072408,0,0,10.256104928121722,3.4187016427072408,0,13.674806570828963,13.674806570828963,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Display_assembly,Display_assembly,Plastic,Au,Plastic,Au,Tablet,,active,0,19.93562147694208,6.6452071589806945,0,0,19.93562147694208,6.6452071589806945,0,26.580828635922778,26.580828635922778,2025-01-15 10:00:00,2025-06-01
TB300,,,Tablet B,Display_assembly,Display_assembly,Plastic,Ni,Plastic,Ni,Tablet,,active,0,12.737085413484744,4.245695137828248,0,0,12.737085413484744,4.245695137828248,0,16.98278055131299,16.98278055131299,2025-01-15 10:00:00,2025-06-01
